"tweet","tweet_id","date_tweeted","covax_relevancy","stance"
"Wizara ya Afya kushirikiana na Shirika la Amref kupitia Kitengo cha Elimu ya Afya kwa Umma inawakaribisha wote JUMAMOSI TAREHE 4/12/2021 kwenye Semina kuhusu Afua za Kinga ya UVIKO-19 pamoja na Chanjo. 

✅Fuatilia kupitia Zoom https://t.co/FgHdDeyR3m",1.46705e+18,2021-12-04,"relevant",3
"@babalao__ Alikuagaa anaandika ma mada ya herd immunity sijui nini na nini mabeberu mara chanjo hazijafanyiwa trial vizuri na kadegree kake ka MD.
Saa ivi anaunga hoja mawazo ya kina @MariaSTsehai 
Haoo ndio wauwaji.",1.37864e+18,2021-04-04,"relevant",1
"Rais wa Uigiriki Katerina Sakellaropoulou, alipatiwa chanjo ya COVID-19 katika Hospitali ya Evaggelismos katika mji mkuu wa Athens. #Greece #President #Vaccine #Pfizervaccine #PfizerBioNTech #PfizerCovidVaccine 
https://t.co/GQh4TlCODM https://t.co/PR54yHlZHC",1.34354e+18,2020-12-28,"relevant",3
"Mkuu wa Majeshi, Jenerali Venance Mabeyo akiongoza Brass Band ya jeshi la polisi kwenye hafla ya uzinduzi wa Kampeni ya Maendeleo kwa Ustawi wa Taifa na Mapambano Dhidi ya UVIKO-19 inayofanyika katika Ukumbi wa Jakaya Kikwete Convention Centre, Dodoma leo Oktoba 10, 2021. https://t.co/XHHHQgpI7E",1.44712e+18,2021-10-10,"relevant",3
"@MijuLee_Tz @IdrisSultan Hilo cheko kama la yule wazir wetu wa chanjo..........A🏃",1.44213e+18,2021-09-26,"relevant",3
"RT @wizara_afyatz: TAARIFA KWA UMMA KUHUSU MWENENDO WA UGONJWA WA VIRUSI VYA KORONA (UVIKO – 19) NCHINI https://t.co/3sTXhJqcvY",1.56795e+18,2022-09-08,"relevant",3
"Kwenye familia yako wangapi wamepata chanjo ya Uviko 19 #UjanjaKuchanja
#TanzaniaIkoTayari",1.56751e+18,2022-09-07,"relevant",1
"Hii meza imebeba chanjo mkuu https://t.co/ysid1kffaV",1.36305e+18,2021-02-20,"relevant",3
"Wangesema ili urudishiwe Mtandao sharti la kwanza ni kuchanja chanjo ya Corona--- wangefanikiwa sana😂😂",1.44529e+18,2021-10-05,"relevant",1
"WASEME TU KAMA HUNA CHANJO HAKUNA KUJAMIIANA NA MTOTO WA WATU KAMA TANZANIA NZIMA HAIJAENDA KUCHANJWA
😁😁😁😁😁😁😁😁",1.42244e+18,2021-08-03,"relevant",1
"""Nukuu - Kutoka Kwa 
Katibu wa Halmshauri Kuu ya @ccm_tanzania Itikadi na Uenezi Ndg. @hamdu_shaka Jana Wakati Wa Uzinduzi Wa Chanjo Ya Korona ,  @IkuluTanzania ,Dar es salaam.

Jana 28,July-2021 https://t.co/vGsZrunzMu",1.42061e+18,2021-07-29,"relevant",3
"@mziwanda1997 @NewFace61488838 @HKigwangalla Hayo yalikua maelezo ya mambo ya chanjo. Hakuna sehemu ameshauri tulete chanjo",1.37939e+18,2021-04-06,"relevant",3
"@Infectivesabhu1 Mimi siipigii tena chapuo chanjo ya COVID.

Nilitoa RAI kwa waTZ wenzangu mara moja tu.

Kinachofuatia sasa ni kila mtu ajiamulie mwenyewe.

Silipwi mimi kutoa ushauri wa kiafya hapa twita. Nafanya hivyo kutokana na uelewa wangu ambao una",1.42842e+18,2021-08-19,"relevant",1
"RT @AsajileF: Je, mnatambua kwamba gonjwa la Uviko-19 bado linasumbua dunia? Basi, tunapaswa kuchukua tahadhari dhidi ya ugonjwa huo kwa ku…",1.54717e+18,2022-07-13,"relevant",1
"Kwa hali ilivo mbaya xaiv wakisema watest chanjo kwa watanzania bado tutakataa?? @Rahim_Meghji",1.25232e+18,2020-04-20,"relevant",1
"RT @swahilitimes: Wizara ya Afya: Waziri Mkuu hajadanganya kuhusu wimbi la nne la UVIKO19 https://t.co/wWGaaYsN8w",1.47318e+18,2021-12-21,"relevant",1
"@neemalugangira @MarekaMalili @SuluhuSamia @ikulumawasliano @ikuluzanzibar @DrHmwinyi Mlisifia harakati za mwendazake katika kupinga chanjo ya corona alipokufa mkaanza kusifia awamu mpya",1.43267e+18,2021-08-31,"relevant",3
"@TumainiMakole Yes...lakini kwani chanjo ya kuku tumeweza?Amesema kiwanda cha chanjo ni mradi wa bilioni ngapi na zinatoka wapi ? Pesa atakayolipa Seth tutaifanyia nini ?",1.40545e+18,2021-06-17,"relevant",2
"Ndugu wana Twitter, asubuhi ya leo ningependa kukuambia kuwa ni heri kuchoma chanjo ya Covid 19 utatengeneza kinga mwilini kuliko kubaki bila kinga yeyote kama papai. 
#TusifikeHuko 
#UjanjaKuchanja",1.43546e+18,2021-09-08,"relevant",1
"@Sisimizi3 @ikulumawasliano Kachanje kwanza chanjo ya corona, la sivyo huvuki mpakani",1.43012e+18,2021-08-24,"relevant",1
"RT @usembassytz: Ukweli Kuhusu Chanjo
#UVIKO19
#COVID19 https://t.co/tIdjYDtGiZ",1.43489e+18,2021-09-06,"relevant",3
"Hivi baada ya Chanjo mtu nakuwa huru kutembea bila barakoa, kushikana mikono, kutozingatia social distance n.k? @DrCyrilo @NormanJonasMD @DrMabula https://t.co/AQWbDriAK2",1.33997e+18,2020-12-18,"relevant",1
"Manara hajapiga kwenye mshono, kapiga kwenye Chanjo 😂😂😂",1.42288e+18,2021-08-04,"relevant",3
"RT @Mugaka_N: Askofu Ruwai’chi aagiza mapadri kupata chanjo dhidi ya Uviko-19  https://t.co/VLWZsK6Ywx via @MwananchiNews",1.43016e+18,2021-08-24,"relevant",3
"Rais E. Mnangagwa akiwa katika msiba wa Moses Mpofu. Na bila shaka kachoma chanjo, lakini anavyochukua tahadhari ni mfano tosha wa kuigwa kwa jamii.

Na Rais wetu alitakiwa kuwa mfano wa hivi kwa jamii. Kuvaa barakoa hasa anapohudhuria misiba ya watu waliofariki kwa corona. https://t.co/N69ECgzJKA",1.36307e+18,2021-02-20,"relevant",1
"RT @officielsalome: Hakuna kitu kizuri kama ukiwa na afya njema. Jilinde dhidi ya COVID-19 kwa kupata chanjo [kwako na kwa wale uwapendao].…",1.57073e+18,2022-09-16,"relevant",1
"😂😂😂

Tupeeni ""Chanjo"" 

Hapana tunawapea ""Chinjo"" https://t.co/C8dD5Ce0tl",1.38061e+18,2021-04-09,"relevant",2
"Haya mambo ya Chanjo ni kama yananichanganya binafsi, Marekani eti ukikubali kuchanjwa unapewa dolla 100#, haya hapa kwetu wanakuambia kabisa litakalo kukuta Serikali haliwahusu! Sasa mbona mimi sielewi,mwenye ufahamu wa jambo hili tafadhali tuelimishane. 🗣🗣🤔🤔🤔🤔🤔",1.42279e+18,2021-08-04,"relevant",2
"...mifano Lishe hata Madagascar gata NIMRCAF hatusikii hizo kelele...wala pushing Intercontinental collab efforts...but nyie ni namba za projections za vifo na chanjo tuu? Why? https://t.co/KV2afRzw1R",1.26178e+18,2020-05-16,"relevant",2
"@Hamadbakari2 @Mo1Frank @hancymachemba @MankindUwezo @nady_melech @MPM_Tanzania @tzDiscovery @NesiMkunga @mwanakijiji @ManenoIzaak @Usalama_W_Taifa @MwanaMorogoro Kwahiyo kwa ujanja imeondoka kwa chanjo!?😄😄😄🚮🚮🚮",1.51276e+18,2022-04-09,"relevant",3
"@Enginee64171419 @swahilitimes Mmetumia chanjo zao nyingi mnazidi kutumia vitu vyao vingi sana kutoka kwao na bado mnaendelea kutumia vitu vingi toka Ulaya halafu leo mnasema chanjo yao mbaya!! Huo ni unafiki!!",1.41997e+18,2021-07-27,"relevant",1
"RT @DedanWangwe: Sasa Hawa Police zaidi ya 200 walio Jaa hapa Hotelini mbona nizaidi ya Kongamano. Au wao wana Chanjo Ya Uviko-19 au wao ni…",1.4178e+18,2021-07-21,"relevant",3
"@swahilitimes Mlishaambiwa chanjo zinapelekwa kutokana na mabadilklo ya hali ya hewa ili yathiathili uwezo wake kwenye nyuzi joto linalohitajika kuifanya iwe salama",1.42809e+18,2021-08-18,"relevant",1
"RT @McinikaWaLamar: Chanjo ya UVIKO 19 ni miongoni mwa njia zenye ufanisi katika kukinga na kudhibiti kusambaa kwa ugonjwa huu

#TusifikeHu…",1.44434e+18,2021-10-02,"relevant",1
"RT @MiriamMkanaka: Hakikisha unamaliza chanjo yako kama bado ujamaliza.

#TanzaniaIkoTayari | #UjanjaKuchanja",1.57041e+18,2022-09-15,"relevant",1
"Tuhakikishe chanjo zipo za kutosha ili kampeni iendane na upatikanaji.
Chanjo hazitaki kukaa Sana zitoeni ziishe kabla hazijaharibika.
@wizara_afyatz",1.42214e+18,2021-08-02,"relevant",1
"Waziri Kijaji ameeleza kuwa sababu ya ya ukosefu wa sukari hiyo ni kutokana na ukosefu wa Makasha ya kusafirishia shehena ya sukari hiyo kuja hapa nchini uliojitokeza duniani kote kutokana na athari za UVIKO-19.

#WasafiDigial",1.48563e+18,2022-01-24,"relevant",1
"Tofauti ya usambazaji wa chanjo kati ya nchi tajiri na masikini itaondoka? https://t.co/33rdZLWLIq",1.42836e+18,2021-08-19,"relevant",3
"@millardayo Nivyema chanjo ianze na muyembee",1.24682e+18,2020-04-05,"relevant",3
"@SnrDirector Hongera kwake amejua nini kinahitajika ktk jamii, unapeleka elimu na chanjo kwa pamoja ndicho wanachohitaji wananchi",1.44198e+18,2021-09-26,"relevant",1
"Watz  tuungane KUITAKA Govt ichukulie hatua kumshtaki mtu yeyote anaesema kuna dawa au chanjo ya Korona iwe Kanisani, Msikitini au mtaani maana ni upotoshaji na kutengeza janga.. Korea Kusini mfano

@umwalimu @HildaNewton21 @MariaSTsehai @MarekaMalili @zittokabwe @MwananchiNews",1.24962e+18,2020-04-13,"relevant",2
"@FatmaSulley Kupata chanio no maamuzi binafsi na suara hili no vema watu wakariangalia kwa mapana zaid tusiendeshwe kwa Hoff  lah ! Kwa sababu kuna kuna vitu nyuma ya chanjo hii , lazima tujiulize maswal mengi mno hasa kwa viongozi wetu hawa asante sana n",1.41986e+18,2021-07-27,"relevant",2
"@Advocate_Jebra Mbinguni katumwa watu kutuua? Tumepokea chanjo ngap mpaka leo kutoka ayo mataifa na hatujapata madhara?ana taaluma gan kuhusu vaccination ya UVIKO_19? kasomea hiyo field? Au ndio kaamua kutafuta trend tu ajui analosema sahihi watu wake kuj",1.41962e+18,2021-07-26,"relevant",2
"Naskia mama anazindua chanjo huko?",1.4203e+18,2021-07-28,"relevant",3
"RT @MwanzoTv: Hospitali yakataa kumfanyia mgonjwa upandikazji hadi atakapopata chanjo ya UVIKO 19

https://t.co/zKaoKcR42M",1.48668e+18,2022-01-27,"relevant",3
"@Julius_MZA Chanjo",1.44207e+18,2021-09-26,"relevant",3
"RT @mamayukokazini: Chanjo za UVIKO19 Tanzania;

💉Zimelinda afya za Watanzania

💉Zimewezesha ukuaji wa uchumi kupitia biashara na utalii

M…",1.49977e+18,2022-03-04,"relevant",1
"Wewe n Shabiki wa Aseno halafu utaki chanjo...Em kuweni serious nyie n vipaumbele @PresenterNoah @itzjacton @George_Ambangil https://t.co/9XNNuGp9t7",1.42356e+18,2021-08-06,"relevant",1
"@UsalamaWaTaifa Sio hatari kaka ukweli ndo huo yani afe beki afe kipa chanjo #SITAKI Apa Gwaji boy kaongea point ✊🏿",1.42008e+18,2021-07-27,"relevant",2
"@_Mrc_09 😂😂😂haya ukapate chanjo",1.42319e+18,2021-08-05,"relevant",1
"@tonytogolani @TaasisiMoyoJKCI Kwani lazima upige picha nayo ni chanjo",1.42362e+18,2021-08-06,"relevant",3
"RT @charleswanga: LEO @TzHealthSummit | Fuatilia Mdahalo wa Kitaifa Kuhusu UVIKO-19 hapa. https://t.co/z1oO947e57. Link itakuwa LIVE mkutan…",1.42589e+18,2021-08-12,"relevant",3
"@funjojr 13 huyo hana haja ya chanjo",1.42087e+18,2021-07-29,"relevant",2
"@nulphin @wizara_afyatz @SuluhuSamia @kigogo2014 @ChangeTanzania @lifeofmshaba Ulitaka Serikali ifanye nini na mshaambiwa mjikinge kwa kufuata kila masharti ya wataalamu wa https://t.co/herVok6erJ mpaka chanjo zimeletwa mnataka nini enyi Wana msio na shuk",1.41828e+18,2021-07-22,"relevant",1
"@BestaMlagila Kwa hiyo hapo ndio alikuwa anamuuzia chanjo??",1.37952e+18,2021-04-06,"relevant",3
"@bajabiri Tatizo chanjo no sindano, Mimi na sindano hapana walete za vidonge tukimbilie.🧎🏃",1.44496e+18,2021-10-04,"relevant",2
"RT @HabariLeo: ""Mpaka kufika tarehe 14 Agosti,2021 jumla ya dozi 1,008,400 za chanjo ya UVIKO-19 ilikuwa imesambazwa katika mikoa 26 katika…",1.42688e+18,2021-08-15,"relevant",3
"@pompeowabuza Na chanjo je",1.42287e+18,2021-08-04,"relevant",3
"@jokateM FUNDI ANATUMIA ILE MBINU YA MAREKANI KUPELEKA CHANJO YA CORONA UGANDA KWAAJILI YA MAJARIBIO WAKATI CORONA BADO HAIJAFIKA",1.24061e+18,2020-03-19,"relevant",2
"@gabrieloguda after effects za chanjo ya COVID",1.385e+18,2021-04-21,"relevant",3
"@gracemella95 😂vipi
Chanjo ya Newcastle disease ni kweli ipo unawatia machoni
Oya nimesoma Agriculture Olevo ujue😂",1.32329e+18,2020-11-02,"relevant",2
"@humour_therapy @MwananchiNews Kwani unaiogopa chanjo?",1.41101e+18,2021-07-02,"relevant",1
"RT @SuluhuSamia: Nawasihi Watanzania wenzangu tuendelee kuchukua tahadhari dhidi ya ugonjwa wa Korona (Uviko-19) kama tunavyoelekezwa na wa…",1.40888e+18,2021-06-26,"relevant",3
"RT @officielsalome: Chanjo huandaa kinga yako ya mwili kutambua na kupambana na virusi vinavyosababisha Uviko 19, jilinde na uwalinde uwape…",1.45765e+18,2021-11-08,"relevant",1
"@EJ_Mwita Ni sawa.  Lakini kumbuka sisi tunaingia kwenye uwanja huu baada ya chanjo hizi kutumika sehemu nyingi sana kwa hiyo zinafahamika.  Hatupewi wa kwanza.
Nina watu watatu ninaowafahamu personally wamekufa kwa matatizo ya kupumua katika wiki moja il",1.42005e+18,2021-07-27,"relevant",1
"@Advocate_Jebra Mtoa ripoti itakuwa izo virus zimetafuna files sasa na chanjo wala dawa hakuna tunge recover kwa Antivirus ya kabudi ila na yeye kasema si ya kugawa sasa bila shaka tupambane tu wenyewe",1.26014e+18,2020-05-12,"relevant",2
"Serikali ya kifala kweli hii ona sasa ilituaminisha kuhusu chanjo kumbe hata hawajui lolote https://t.co/fNymvd2cQk",1.41684e+18,2021-07-18,"relevant",2
"""Chanjo ya UVIKO imefanya nchi yetu kuondolewa kwenye orodha ya nchi ambazo hazitembeleki, juzi tumepokea ndege mbili kubwa zenye watalii 200 wamekuja Arusha na wengine wamekenda Zanzibar"" Mhe. @SuluhuSamia - Arusha. https://t.co/zPEYDsVB1U",1.45009e+18,2021-10-18,"relevant",3
"RT @MarekaMalili: Muajiri wako akikwambia lazima uchanje uviko 19 mdio uendelee na kazi utafanyaje?
#UjanjaKuchanja",1.44452e+18,2021-10-03,"relevant",3
"Bashiru unanifutia lini uraia nataka niende zangu New York nikapate chanjo nishachoka kuwa mtanzania.",1.3675e+18,2021-03-04,"relevant",1
"RT @MarekaMalili: Tukumbushane basics za kujikinga na Uviko 19.
#IpeUsafiIkupeUhai https://t.co/KOlImTfkXq",1.51347e+18,2022-04-11,"relevant",1
"@kigogo2014 Hii nchi wasomi ndio wapumbavu kbsa, uliona wap mtoto kaugua baada ya kuchoma izo chanjo??? Sasa chanjo ya covd unachomwa na unaugua , Kwahilo mwenyekit katukosea sana",1.41742e+18,2021-07-20,"relevant",1
"Pateni chanjo K.O.T. https://t.co/wVnELfZaOg",1.47186e+18,2021-12-17,"relevant",1
"Toka chanjo ya uviko-19 ianze kutolewa kuna yeyote uliyesikia kageuka zombie??
#UjanjaKuchanja 
#ChanjaUsalimike",1.50015e+18,2022-03-05,"relevant",1
"@MiriamMkanaka @officielsalome Kama ni hiari mbona kwenye ile fomu kuna kipengele kinasema ukipata  chanjo na ukapata madhara wizara ya afya haitahusika.Shame on them",1.43023e+18,2021-08-24,"relevant",2
"RT @Adloph6: @millardayo katk kipindi cha ugonjwa wa mlipuko wa UVIKO19 ambapo uchumi wa Nchi mbalimbali umeshuka, maisha yamekuwa magumu,…",1.42866e+18,2021-08-20,"relevant",1
"Rais Samia Kuchanjwa Chanjo Ya Corona Julai 28,2021 Jijini Dar Es Salaam https://t.co/N6wyOwlvvc",1.41991e+18,2021-07-27,"relevant",3
"Fedha za mikopo maarufu kama fedha za UVIKO 19 na fedha za tozo zimesaidia Sana kuharakisha miradi ya ujenzi wa vyumba vya madarasa na miradi ya vituo vya Afya lazima tuipongeze Serikali chini ya Rais @SuluhuSamia  Kwa jitihada kubwa -Mbunge wa Iringa mjini Dr.Msambatavangu https://t.co/XLZwCZcE7b",1.47872e+18,2022-01-05,"relevant",3
"#MAGAZETINI  kurasa  za mbele, 'Majaliwa: Jiandaeni chanjo ya corona'

Jipatie nakala ya gazeti mtandao kupitia https://t.co/Tbr4LOiYEY ama TSN App pia linapatikana kwa kutembelea meza za magazeti. 

#dailynewsdigital #dailynewsdigitalupdates #habarileo https://t.co/4PRGnh4gp8",1.41807e+18,2021-07-22,"relevant",3
"📍Bungeni, Dodoma

Ufafanuzi Juu ya Chanjo ya #Covid_19 kwa Wabunge

📄: @bunge_tz https://t.co/ZBTJUlxhX0",1.42647e+18,2021-08-14,"relevant",3
"Sifa za babu ni kucheza cheza na wajukuu wakati mwingi. Kwa kutambua umuhimu wa chanjo katika kipindi tulichopo Bwana Ahmed Aurora ambaye pia ni mwenyekiti wa usajili @coastalunionfc ameamua kuchanja ili awalinde hata wajukuu zake.
 #SasaNiZamuYetu 
#UjanjaKuchanja 
#NyumbaNiChoo https://t.co/tNVm1I16fL",1.47145e+18,2021-12-16,"relevant",1
"Mbona mlio chanjwa hiyo chanjo ya uviko 19 bado mnavaa barakoa",1.43002e+18,2021-08-24,"relevant",2
"@Roma_Mkatoliki @Adp53827467 Jibu swali bro, acha jeuri! Hao ndo watu wanategemea muwape elimu na kuwatoa missconception walizo tengenezewaa,, afu wewe unajibu undezii,, kwan uko kuna chanjo moja tu J&amp;J iliyo letwa huku bongo!",1.42059e+18,2021-07-29,"relevant",1
"Mimi kama chanjo yenyewe ni #AstraZeneca , acha tu nife ,kuishi ni kuchagua. https://t.co/P2jYZ3fBy5",1.40404e+18,2021-06-13,"relevant",2
"RT @wizara_afyatz: Tahadhari ya wimbi la nne la UVIKO-19 https://t.co/ReRZB34rL6",1.46488e+18,2021-11-28,"relevant",3
"RT @MarekaMalili: Wataalamu wa afya wanasema, watu wanaosita kupata chanjo ya Uviko 19, wana kiburi cha afya.
Yakiwakuta watajuta.
#UjanjaK…",1.51391e+18,2022-04-12,"relevant",1
"RT @swahilitimes: Ofisi ya Bunge imekanusha taarifa kuwa wabunge ambao hawatachanjwa chanjo ya UVIKO-19 hawataruhusiwa kuingia bungeni. Ofi…",1.42652e+18,2021-08-14,"relevant",3
"@OKumwembe Wanapenda kutrend tu, kwani usipopiga picha hiyo chanjo inageuka kuwa sumu?",1.42337e+18,2021-08-05,"relevant",3
"Rais wa Somalia @HassanSMohamud athibitisha kuwa na maambukizo ya Uviko19, hii ni baada ya raia kuanza kuhoji kwanini haonekani hadharani kwa siku kadhaa sasa. #Somalia https://t.co/rCM3O4u0LD",1.54031e+18,2022-06-24,"relevant",3
"@McinikaWaLamar @funjojr Hao ni wanaohitaji chanjo tu ambao ni kama 10%. Hivyo wote tuko kama 10B🤓",1.42103e+18,2021-07-30,"relevant",3
"@darmpya_ @HKigwangalla Point ila sidhani itafanya kazi ! Wanasayasi wajitokeze tu kusema wameshindwa swala Corona , wawe wazi tu! Corona tunaishi nayo Kama mangonjwa mengine. Walihamasisha Sana mambo ya lockdown bado haijasaidia, Leo tunaweka nguvu na ku",1.37878e+18,2021-04-04,"relevant",2
"Tusichukulie poa kabisa UVIKO-19  unaondoa Sana watu kimya kimya. Tuendelee kufuata ushauri Kutoka kwa wataalamu wa afya

#TusifikeHuko #UjanjaKuchanja",1.44147e+18,2021-09-24,"relevant",1
"Mngenichaguaga mimi kabla ya kupata chanjo mngekuwa mnakula sahani mbili za wali Na bia mbili mbili https://t.co/xOX8SLbIoL",1.42545e+18,2021-08-11,"relevant",3
"Ndugu zetu Watanzania🇹🇿, why do you need two people right behind the President? Kuzidisha, watu hao wawili ni wanawake! Kisha watu hao wawili pamoja na Rais hawana barakoa na mwajua vizuri kilichompoteza Pombe ni #CoronaVirus, na chanjo hamna wala hampimi wanaougua? Tuwasaidieje? https://t.co/2CqdXhW1dJ",1.37283e+18,2021-03-19,"relevant",1
"Nilikuwa nawakumbusha tu kuwa chanjo ni muhimu sana, CORONA ipo.

#UjanjaKuchanja
#IpeUsafiIkupeUhai",1.51395e+18,2022-04-12,"relevant",1
"Sina hili wala lile, napambania chanjo ya Corona, tena kuna Monkeypox🙆🏿‍♂️🙆🏿‍♂️🙆🏿‍♂️ https://t.co/dQ30fIpAC1",1.42217e+18,2021-08-02,"relevant",1
"Mpaka tarehe 3 Juni 2021, Shirika la Afya duniani lilipitisha chanjo sita kwa kukidhi vigezo vya ufanisi na usalama. Chanjo hizo ni AstraZeneca, Johnson and Johnson, Moderna, Pfizer,Sinopharm,na Sinovac. #TzCovid19 #CoronaIpo #VaaBarakoa #EpukaMikusanyiko #ChangeTanzania https://t.co/ijFRSnoRjX",1.40577e+18,2021-06-18,"relevant",3
"RT @UmojaWaMataifa: Dozi milioni 500+ njiani...

China inazalisha chanjo zaidi ya milioni 500 za #UVIKO_19  zitakazosambazwa kwa nchi maski…",1.42334e+18,2021-08-05,"relevant",3
"""Shukrani za pekee ziwaendee Serikali ya Jamhuri ya watu wa China katika kujali afya za Watanzania kwa kutupatia Chanjo hizi za Sinopharm Dozi 500,000 ambazo zitatusaidia kuwakinga watanzania 250,000 dhidi ya  UVIKO-19.""@gwajimad,

#KaziIendelee https://t.co/N84hYn8oKW",1.45521e+18,2021-11-01,"relevant",1
"Ngoja Nikatembee Jumapili hii kabla hatujaanza kuambiwa uwezi tembea kama hauja pata chanjo

Huu uhuru Niutumie ipasavyo kwa sasa.",1.4268e+18,2021-08-15,"relevant",2
"RT @eastafricatv: Mtangazaji wa @eastafricatv Donald Mtani tayari amefika kwenye kituo cha Afya Kimara ili kujua hali ilivyo kwa sasa kuhus…",1.45832e+18,2021-11-10,"relevant",3
"Kaimu Mkurugenzi wa Uandaaji Viwango (TBS) Mhandisi Yona Afrika akielezea lengo la kuandaliwa kwa semina ya wadau wa dawa  ambalo ni kujadili Jukumu la Viwango katika kukuza sekta ya dawa na vifaa tiba Afrika, kufikia kujitegemea na ustahimilivu katika kupambana na  UVIKO-19. https://t.co/YbDRJwOuyv",1.50411e+18,2022-03-16,"relevant",3
"@wa_uzi @fatma_karume Nenda kasome kidogo stage za kuanzisha chanjo au dawa mpaka ikaja kwa jamii.
We toka umezaliwa ushapata chanjo zaidi ya 15 nadhani waliokupeleka clinics ni wajuaji sana",1.35505e+18,2021-01-29,"relevant",2
"@lifeofmshaba Gwajiboy huna Mamlaka ya kumuukumu mtu kifo acha kutupiga mkwara wew. Chanjo tunachanjwa na kufa hatufi.",1.41967e+18,2021-07-26,"relevant",1
"RT @AirTanzania: Kuingia nchini Kenya kumewekewa zuio kwa abiria ambao hawajapata chanjo ya uviko-19. Abiria wote wanaosafiri kuelekea Keny…",1.48488e+18,2022-01-22,"relevant",3
"@nulphin Wanaoleta chanjo wenyewe hawajui inaitwaje cha ajabu ni kuwa siku ya kwanza ya uzinduzi mtu anauliza et ""Naambiwa hapa hii chanjo ni mara moja tu sio kama zingine"" ni kuwa hakuambiwa mwanzoni kabla au vipi hii nchi bhn",1.42225e+18,2021-08-02,"relevant",2
"RT @moodewji: Ndugu zangu Waafrika na mashabikinwa Simba: Nimepeta chanjo ya UVIKO-19. Mhe Rais wetu Mama Samia @SuluhuSamia, na wachezaji…",1.43165e+18,2021-08-28,"relevant",1
"@HildaNewton21 Mm nliwahi sema kabla ya chanjo ya corona ilibidi ije chanjo ya akili",1.56571e+18,2022-09-02,"relevant",3
"RT @NormanJonasMD: #CORONA --- #UVIKO19  UZI 👉 Je dalili kwa sasa ni zipi? Zimebadirika ? Picha ya ugonjwa ukiambukizwa ni ipi kwa sasa? ht…",1.41302e+18,2021-07-08,"relevant",3
"@officielsalome @kipepe123 Sasa apo chanjo inausiana vip jmn?",1.48605e+18,2022-01-25,"relevant",3
"@MijuLee_Tz @moodewji Tuna tengeneza kiwanda cha chanjo ambazo tuta wauzia ata nyie Yanga brother",1.45548e+18,2021-11-02,"relevant",1
"@Lyongo0764 @UmojaSarwatt @kigogo2014 Ndio cha kushangaza unadungwa chanjo lakini barakoa una ambiwa lazima uvae.",1.41992e+18,2021-07-27,"relevant",3
"Bado kuna upungufu mkubwa wa ufadhili wa chanjo hizo  kwani watafiti wanahitaji dola bilioni 28.2 za kimarekani. #OngeaUsikike 
https://t.co/2cFKe88Qqs",1.33639e+18,2020-12-08,"relevant",1
"Kina nani watapta chanjo ya Corona kwanza ? Magazetini #Jambokenya #RadioNumberOne https://t.co/UK7oEYtTuC",1.35102e+18,2021-01-18,"relevant",3
"@JamiiForums 319,730  Kati ya 320,000 wapo salama, @JamiiForums namna mlivyo ripoti hii Habari si Sawa  kwani mmesapoti kampeni ya watu wenye kupinga chanjo zote kwa ujumla wake (untivaccines)",1.3798e+18,2021-04-07,"relevant",1
